id_estudiante,t1,t2,t3,t4,t5,t6,r1,r2,r3,r4,r5,r6,p1,p2,p3,p4,p5,p6,op1,op2,op3,op4,op5,op6,score_a,score_p,score_d,score_s
299,36.6975854,75.1264343,103.39703,47.5201103,67.816698,55.295892,1,1,1,1,1,1,1,3,6,4,7,3,1,1,0,1,0,1,2,2,2,1
300,29.38433997,26.820659,65.3777914,48.163727,34.46197,25.188559,1,1,1,1,2,1,10,12,19,11,8,10,0,1,0,0,1,1,4,4,3,2
301,72.702,94.6096667,174.661,133.5453334,77.0946667,103.8346667,1,2,1,2,1,1,1,6,9,5,1,3,0,1,0,0,0,0,7,5,2,2
302,50.51410333,68.029764,146.9923893,69.696176,60.296493,51.1639674,1,1,1,1,1,1,5,9,9,8,8,5,0,1,1,0,0,1,5,5,3,3
303,139.640889,49.273948,220.002396,50.881186,76.486344,47.932277,3,1,5,2,2,1,17,3,13,4,6,5,0,1,0,1,1,1,4,3,1,2
304,50.29953433,26.35814403,152.1095326,60.7046257,49.0993503,58.6162227,2,1,3,2,2,3,1,4,21,3,4,3,1,1,0,1,1,0,3,2,2,2
305,97.853114,115.567619,116.8102903,167.798251,41.548252,80.716531,2,3,1,5,1,1,3,11,4,32,9,9,1,1,0,0,0,0,6,3,4,3
306,53.16685334,23.65015103,66.066925,37.883873,33.4000773,49.316941,2,1,1,1,1,1,4,4,7,2,3,6,1,1,1,1,1,0,5,3,4,4
307,55.36443,86.70377897,104.8810194,76.4441136,47.866997,57.4138507,1,1,1,1,1,1,5,12,10,7,6,5,0,0,0,0,0,0,7,4,3,3
308,51.13074934,48.76426203,130.660543,39.514764,34.698402,27.94866,2,2,14,1,1,1,10,6,26,6,5,4,0,1,0,0,1,1,6,5,3,3
309,113.198078,215.1403717,113.6330243,102.912207,42.81737,55.997112,4,5,1,2,1,1,4,11,10,14,7,7,1,1,0,0,0,0,3,4,3,2
310,63.46894,43.49666003,110.5736933,79.8413067,37.8097534,47.6935667,1,1,2,1,1,1,7,11,19,17,4,5,0,1,1,0,1,0,4,3,2,1
311,52.86433434,65.28463303,171.3785653,81.452081,57.5758577,64.4191543,1,1,1,1,1,1,5,8,14,7,9,6,1,1,0,1,0,1,5,3,2,3
312,195.7395253,38.0641403,155.1744977,88.849757,54.820498,48.417986,3,1,1,1,1,1,11,6,12,7,5,8,0,1,1,0,0,0,5,3,3,3
313,42.56453634,31.948367,272.1695566,99.3115144,37.48142,51.5473743,1,1,2,3,1,1,7,10,58,32,14,27,1,1,0,0,0,0,4,2,1,0
314,35.95873333,65.2584883,193.577941,69.954822,58.932393,50.1258224,1,2,4,2,1,1,4,4,9,3,3,3,1,1,1,1,0,1,2,2,2,3
315,20.17742433,102.9702727,283.7506816,98.738003,69.9294767,90.19036,1,2,3,1,2,1,1,4,8,2,6,3,0,0,0,0,0,0,7,4,4,3
316,44.4682093,50.7365574,88.267233,40.0993656,37.3482637,61.3902003,1,2,1,1,1,2,16,14,20,4,4,7,0,1,0,1,0,1,4,3,2,3
317,65.24485237,48.544386,86.6682446,79.4801424,46.8982343,26.0708463,1,1,2,3,1,1,3,13,21,16,4,5,0,0,1,0,1,1,7,3,4,3
318,51.43240767,25.14931167,138.2462864,29.065964,30.4319954,87.1822133,3,1,3,1,1,2,3,2,11,2,2,5,1,1,1,1,1,0,5,4,2,1
319,178.5332263,318.5431184,225.934176,46.47742,34.6171253,41.7168767,6,10,4,1,1,1,25,25,34,3,5,6,0,1,0,1,0,1,4,5,2,2
320,33.79855066,44.186757,255.9656147,43.0695053,44.6201547,44.9369793,1,1,4,1,1,1,1,4,41,18,20,11,1,1,0,0,0,0,7,2,4,3
321,43.607326,90.87783203,57.8267263,37.063719,32.385019,43.707156,1,1,1,1,1,1,1,9,5,1,2,3,0,0,1,1,1,0,2,3,2,1
322,190.202737,107.1755643,244.748638,177.886904,67.66171,78.277551,7,2,3,5,1,1,26,12,8,8,3,4,0,0,1,1,0,0,4,2,3,2
323,69.1639014,38.465132,53.1145446,38.548458,28.432196,60.9520907,1,1,1,1,1,2,1,7,12,3,2,9,0,1,1,1,1,1,3,4,2,1
324,37.06702433,42.484005,97.63467997,60.017515,32.017014,46.117367,1,1,2,1,1,1,9,9,16,7,5,7,1,1,0,0,0,0,5,5,3,3
325,147.201346,35.0119566,51.6804077,75.753433,46.554019,71.0787383,3,1,1,2,1,1,54,11,19,26,15,21,1,0,0,0,0,0,6,4,3,3
326,19.299688,37.64939334,46.49925133,101.34836,22.849632,33.7828013,1,2,1,3,1,2,3,6,11,8,3,7,0,1,1,0,1,1,2,4,2,1
327,280.8284244,57.6681647,166.7769636,117.643271,56.0397924,96.5976333,8,1,3,2,1,1,58,10,20,5,2,5,1,1,1,1,1,0,5,3,1,1
328,24.21720766,33.134163,61.13494537,52.3680183,47.2178477,33.7841223,1,1,1,1,1,1,1,2,2,4,2,2,1,1,0,0,0,1,4,4,3,2
329,34.0195,33.4040667,170.7845266,69.8166334,100.64088,58.2054533,1,1,3,2,4,1,7,10,36,8,6,4,1,1,0,0,1,0,3,2,1,1
330,25.81874334,39.28607833,71.4399777,26.701973,23.118107,33.236005,1,2,1,1,1,1,2,5,8,4,3,4,1,1,1,1,1,1,3,2,2,1
331,21.64232834,138.6846763,186.302464,46.980862,38.3506413,34.069248,1,3,5,1,1,1,1,9,22,6,5,6,1,1,1,0,1,1,4,2,2,3
332,194.3069767,60.346999,203.9565163,156.075746,124.093864,105.8447444,3,1,2,2,1,3,28,4,15,7,6,8,0,1,0,0,0,0,3,2,1,2
333,35.05373133,86.74268867,123.8997407,91.888861,47.5691356,59.935289,1,2,1,1,1,1,1,3,25,10,5,4,1,1,0,0,0,1,5,4,2,2
334,51.97279167,44.94978063,191.91785,106.212714,56.3367864,34.011613,1,1,1,1,1,1,5,6,26,7,4,5,0,1,0,0,0,1,2,2,0,1
335,27.12722,73.9358323,68.6773844,56.541173,47.9605686,36.0414234,1,1,1,1,2,1,6,22,15,3,5,5,1,1,1,1,1,1,4,5,1,2
336,188.4017734,55.8771133,109.6704,46.3085933,123.87304,165.6685267,8,1,1,1,2,6,11,2,4,2,10,25,1,0,0,1,0,1,5,4,3,2
337,72.230366,52.05246297,85.0106984,98.406695,41.755536,31.1082233,1,1,1,2,1,1,7,33,13,17,5,5,0,0,0,0,0,1,6,5,3,3
338,21.820166,66.886457,117.612879,21.788132,19.908946,53.94884,1,2,2,1,1,2,1,9,24,2,13,9,1,1,1,1,0,1,7,4,3,3
339,48.82253903,45.1006746,104.8212437,53.651172,46.3918353,56.0994974,1,1,1,1,1,1,5,4,11,7,4,6,1,1,1,1,1,1,4,4,2,3
340,224.5910213,165.876702,110.078934,58.0643454,36.5318733,100.8293027,3,3,1,1,1,2,5,10,9,2,3,7,1,0,0,0,1,0,6,4,3,2
341,71.8496317,31.9202786,78.6248927,73.0150173,51.9011887,32.5196827,1,1,1,1,2,1,12,5,12,3,7,6,0,1,0,0,1,1,5,3,3,2
342,31.23428667,187.5348534,161.20586,87.81962,38.0874267,67.1981666,1,6,2,1,1,3,2,11,15,11,6,9,1,0,0,0,0,1,3,4,2,3
343,63.47804,50.6516267,114.8736333,84.3277067,69.7563666,56.1575534,1,1,1,1,1,1,3,2,2,6,3,12,1,1,0,0,0,0,7,5,4,3
344,76.716753,40.04992537,66.6999793,64.6333593,44.150021,48.4665904,2,1,1,1,2,1,8,6,11,6,6,6,0,1,1,0,1,1,3,3,2,2
345,71.40009097,231.750618,78.166768,141.816896,54.133588,194.936329,3,4,1,2,1,4,5,19,13,10,2,31,1,1,0,0,0,1,7,4,4,3
346,44.3506364,61.4614633,82.4542413,23.5917107,20.5427737,51.2312186,1,2,1,1,1,1,2,14,12,2,4,8,0,1,1,1,1,0,3,4,1,2
347,89.44954437,101.002655,65.1893546,34.9624167,270.299182,58.504876,1,1,1,1,5,1,9,10,9,5,42,13,0,0,0,0,0,0,2,2,1,1
348,242.7244317,103.4560197,201.8315546,18.5724104,49.6706266,32.6641384,3,3,5,1,2,1,33,32,85,9,17,10,0,0,0,1,0,0,3,2,3,2
349,67.82228333,47.8610003,88.9393884,33.4800616,26.7133937,67.924861,3,1,2,1,1,2,4,7,5,2,3,4,1,0,1,1,1,0,3,2,2,2
350,116.7398646,46.1988176,134.1143356,136.4180457,59.941499,211.292189,1,1,1,2,1,3,5,7,25,5,4,18,0,1,0,1,0,0,4,2,3,2
351,53.997281,25.8813056,75.948188,36.3304277,36.8648077,108.2609373,2,1,1,1,1,2,10,6,9,5,2,9,1,1,0,1,0,1,4,3,2,3
352,184.41132,68.1981733,255.5587467,173.8784933,77.5137334,32.93254,3,2,5,6,2,1,11,3,13,18,5,5,1,1,1,1,1,1,5,3,2,3
353,276.037733,70.5768846,169.4144937,63.274122,106.907017,53.437245,1,1,1,1,1,1,10,5,11,4,5,5,0,1,0,1,0,1,3,3,2,3
354,80.198994,58.05701637,139.1378683,59.155786,134.4736713,65.4391737,1,1,1,1,3,1,6,7,11,2,13,8,0,1,0,0,0,0,4,4,2,3
355,27.41065234,195.6952496,101.5513584,89.038869,38.521803,60.660536,1,7,1,2,1,2,1,24,2,6,2,5,1,0,1,0,1,1,6,3,4,3
356,83.19501803,52.9633733,73.3124483,44.2972424,63.7961993,47.580572,1,1,1,1,2,1,10,6,11,5,7,6,0,1,1,1,1,1,3,3,1,2
357,188.1419633,72.083404,122.3065203,86.230951,65.635534,58.220471,3,1,1,2,1,1,10,5,5,3,3,3,1,0,0,1,0,0,4,3,3,3
358,219.787517,83.0428746,115.6429224,88.693486,48.2766603,264.0404257,8,1,1,1,1,1,54,13,15,35,2,41,0,0,0,0,0,0,5,2,3,2
359,80.607747,67.958201,176.1618023,147.008321,49.041862,74.8443763,2,1,1,1,1,1,12,13,15,14,2,6,0,0,0,0,0,1,1,1,1,1
360,22.301747,23.46848,52.404083,23.301816,26.218693,30.302351,1,1,2,1,1,2,2,3,9,2,5,7,0,1,1,1,1,1,7,5,3,2
361,27.44367533,49.801456,87.082304,85.7487103,38.531163,80.2296814,1,1,2,2,1,1,3,4,6,9,2,8,1,0,0,0,1,0,6,5,2,3
362,33.69983634,32.23313203,69.8327593,65.899048,107.148493,59.015771,1,1,1,1,1,1,7,5,7,6,4,4,1,1,1,0,0,1,4,2,2,3
363,62.654624,43.0988257,248.3113976,50.4166957,46.4558947,140.1705557,1,1,3,1,1,3,10,13,34,4,4,13,0,1,0,1,0,0,6,4,3,3
364,63.377448,53.67188603,196.5412316,56.0192434,66.590592,56.452126,1,1,2,1,2,1,2,3,13,2,3,3,0,1,0,1,1,1,3,0,3,3
365,55.62247463,66.03733,150.2382024,71.219818,131.6913996,78.201635,1,1,1,1,2,1,7,4,5,3,5,3,1,1,1,1,0,0,4,5,2,2
366,48.393887,71.70676397,426.657218,50.5595534,28.86265,115.600607,2,2,6,1,1,2,2,6,39,5,3,16,1,1,0,0,1,0,5,5,2,3
367,141.63126,66.346602,303.6370533,70.398447,59.109991,65.562914,2,1,2,1,1,1,22,7,23,9,22,22,0,1,0,0,0,0,5,2,3,2
368,42.09751467,47.5493473,104.6183367,37.8126823,64.271638,111.6602597,1,1,1,1,2,1,7,10,17,3,7,15,0,0,0,1,0,0,5,5,1,1
369,222.4269527,49.99806,159.071594,44.618697,65.304009,92.9178446,12,1,2,1,1,1,130,10,27,5,3,7,0,1,1,1,0,0,3,3,1,2
370,44.05522,39.06918,141.71748,64.78794,38.4788,44.1525,1,1,2,1,1,1,8,5,8,2,2,4,1,1,0,1,1,1,5,5,3,3
371,65.31396733,74.19694437,81.2965673,54.297715,39.9316273,41.514914,3,2,1,1,1,1,1,3,3,3,4,4,1,1,1,0,0,1,7,5,3,2
372,179.36272,60.637582,121.9582303,83.5227563,50.53683,73.271572,3,1,1,1,1,1,12,4,5,2,2,3,1,1,1,1,1,0,6,3,4,3
373,36.6353703,44.633813,71.1835144,47.756306,50.812041,40.709714,1,1,1,1,1,1,1,4,7,4,4,5,0,1,0,0,1,0,6,5,3,3
374,97.35005997,89.75142,231.21244,113.84824,106.0984,78.1654534,1,1,1,1,2,1,6,8,19,39,8,10,0,0,0,0,1,0,4,2,1,2
375,114.3282523,79.6627043,150.226105,45.2978947,56.5135787,60.7793173,13,1,1,1,2,2,16,17,17,17,5,15,1,0,0,0,1,0,7,4,4,3
376,121.007701,39.426898,155.524087,44.726061,63.8759213,58.807066,2,1,2,1,1,1,8,4,14,4,3,4,0,1,1,1,1,1,5,5,2,3
377,45.23131333,60.99697337,124.7605666,48.6476534,62.5472466,63.16336,1,1,1,1,2,1,1,3,23,4,3,5,1,0,0,1,1,0,6,4,3,3
378,116.4643624,46.512604,96.2047913,62.556271,32.080187,65.307041,4,1,2,1,1,2,13,11,25,9,4,7,0,1,0,0,0,1,3,2,1,2
379,59.1633953,46.214369,142.9097177,52.764181,38.1148647,43.5145,1,1,1,1,1,1,6,3,9,2,2,2,1,1,0,1,1,1,5,5,1,2
380,89.17853403,49.684608,106.112285,118.7844073,70.181119,81.7697783,2,2,2,1,2,1,7,5,10,4,6,5,1,1,1,1,1,1,2,1,1,1
381,114.2669246,314.9243344,87.1238143,64.044106,89.922095,45.010726,4,9,1,1,1,1,8,17,3,3,8,2,0,1,0,0,0,0,3,3,0,1
382,302.106511,79.1728783,230.2378277,76.157243,61.312327,50.732617,0,1,1,1,1,1,8,10,38,17,12,10,1,1,0,0,0,1,3,2,0,1
383,252.1520033,95.023443,364.9342643,49.4609,45.945786,52.543057,2,1,6,1,1,1,36,10,33,7,6,6,0,0,0,1,0,0,6,5,3,1
384,23.63135,29.527175,67.6639083,29.374394,26.013419,32.054833,1,1,1,1,1,1,4,10,15,9,6,10,0,1,0,1,1,1,3,4,2,2
385,478.9316667,32.379477,66.1534343,34.039426,25.9256863,43.297626,6,1,1,1,1,1,72,6,15,7,10,10,1,1,1,1,0,0,2,4,1,2
386,69.1978793,44.736807,48.2717604,45.7538803,74.8504823,36.649831,1,1,1,1,3,1,8,3,30,12,11,6,0,1,0,0,0,0,7,5,4,3
387,30.04881266,57.94713537,60.6304503,72.863283,39.998102,32.58182,1,2,1,2,2,1,3,7,9,7,4,6,1,0,1,1,1,0,6,5,3,3
388,38.94755233,125.3813347,68.5773273,49.0366807,24.127907,72.04982,1,7,1,1,1,2,18,27,15,17,6,18,0,0,1,0,1,0,6,2,3,3
389,73.81305333,53.64404,160.24156,112.3378333,86.2936134,113.72172,2,1,2,2,1,4,19,12,20,9,7,13,0,0,1,0,0,0,6,3,4,3
390,49.51864233,82.16411997,42.0678574,19.6973743,18.828683,16.3058613,1,1,1,1,1,1,8,30,30,12,12,10,0,0,0,0,0,0,6,3,3,2
391,56.616531,137.5024336,91.3840307,49.374345,28.9352293,25.4725107,2,7,3,2,1,1,2,18,28,17,12,12,1,1,1,1,0,0,4,3,3,3
392,139.205063,141.5042486,127.0749094,63.2373403,64.837051,69.3029,2,2,1,1,1,1,8,13,10,4,5,2,0,0,1,0,0,1,1,0,0,1
393,32.69736,36.14301333,64.48756,57.52648,47.1075867,38.5258333,1,1,1,1,2,1,3,5,9,4,5,7,0,1,1,0,1,0,6,2,4,3
394,68.25006333,48.530957,162.4420597,56.538502,85.683781,86.651327,1,1,2,1,2,1,7,5,8,2,4,5,0,0,1,1,0,0,6,4,1,2
395,60.5613333,33.2728577,207.2721167,32.5727556,40.174109,81.4985827,1,1,3,1,1,1,5,8,38,4,3,7,0,1,0,1,1,0,5,4,3,2
396,35.01527667,86.25477833,250.2948487,111.0495416,46.6872157,44.486385,1,2,5,2,1,1,2,10,35,21,3,8,1,1,1,0,0,0,5,4,2,3
397,32.8144404,39.4807953,52.1802833,79.712241,53.7134914,44.897341,1,1,1,3,3,1,3,7,11,3,5,14,1,1,1,1,1,0,4,5,3,2
398,84.821674,93.45752,84.523489,19.521906,49.896604,75.769037,1,1,1,1,2,3,3,27,20,4,7,11,0,0,0,1,0,0,6,4,3,2
399,141.83652,59.8130067,77.6458,32.63126,46.4303933,68.06166,3,2,1,1,1,1,23,6,8,2,4,7,1,1,0,1,0,0,4,3,0,1
400,32.86648137,27.833283,63.433169,101.716419,61.23317,106.966324,1,1,1,1,1,2,7,5,5,18,3,19,1,1,0,0,0,0,4,3,2,2
401,852.5366623,92.314214,142.7083,123.879003,49.961266,169.778262,4,1,2,2,1,3,46,10,31,15,5,15,1,1,0,1,0,0,4,2,2,3
402,121.58549,65.0657264,106.3151486,57.0990684,63.9824306,114.1034297,1,1,1,1,1,1,2,5,8,6,7,9,0,1,1,0,0,0,6,4,3,4
403,38.872121,20.77067097,107.7739274,35.3854,53.136258,36.252823,1,1,2,1,1,1,9,11,17,3,4,16,0,1,0,1,0,1,4,3,2,2
404,61.4706,79.5502,221.70402,31.9933733,76.59088,46.7903334,1,2,3,1,3,1,14,25,41,8,11,11,0,0,0,1,1,0,2,0,1,1
405,24.42098866,37.473303,219.005186,67.3455717,74.4801873,116.3374544,1,1,4,2,2,2,3,4,28,8,10,14,0,1,1,1,1,0,5,3,2,2
406,52.03975933,112.311194,251.9172043,61.5378244,60.971357,182.2303993,1,2,1,1,1,3,1,5,19,3,3,10,1,1,0,0,0,0,7,4,4,3
407,42.81644633,54.837739,63.7911437,134.118353,26.4602143,59.656228,2,2,1,5,1,1,8,13,20,43,6,53,1,1,0,0,1,0,6,5,3,3
408,322.6458617,81.6642263,401.0024953,210.65916,269.214023,63.620008,2,1,3,2,6,1,14,6,22,16,47,4,0,1,0,0,0,1,5,5,3,2
409,25.761082,36.80621603,170.1330833,26.2614633,48.5854804,48.135171,1,1,4,1,2,1,8,14,41,8,15,12,1,0,0,1,0,0,5,5,2,2
410,55.0500063,71.6449043,112.8251594,30.193555,21.343496,53.7381993,1,1,1,1,1,2,2,15,19,12,15,20,1,0,0,0,0,0,6,5,3,3
411,49.9795697,72.5946273,134.4068643,36.514004,89.526701,82.1772604,1,2,2,1,3,2,5,5,12,3,8,8,0,1,0,1,0,0,5,4,2,3
412,69.638802,57.0479903,316.4596606,200.5380353,64.337157,104.1843213,2,1,3,3,1,1,6,6,14,6,5,7,1,0,0,0,0,0,4,1,3,3
413,67.1665103,157.2726764,598.7238243,231.578472,55.839033,126.072548,1,2,3,3,1,1,4,10,21,24,2,9,0,1,0,0,1,0,4,3,2,1
414,30.02666834,37.28482033,126.5311026,32.0207663,35.624313,37.809206,1,1,3,1,1,1,8,7,61,10,12,10,1,1,0,1,0,0,3,1,1,1
415,28.57993433,46.644485,237.955389,168.5800344,135.533846,45.3279523,1,1,2,2,2,1,2,4,37,15,13,6,1,1,0,0,0,1,5,4,2,0
416,23.90539834,73.81254103,82.4797073,54.465238,47.062351,42.271292,1,2,1,1,1,1,1,3,6,2,3,4,1,1,1,1,1,1,4,4,3,3
417,110.157875,61.1354817,108.7871743,69.302484,39.2847217,62.5688696,1,1,1,3,1,1,10,10,8,5,3,6,0,0,0,1,1,0,4,2,1,2
418,76.396852,70.8630962,164.9259872,35.1814918,82.3456896,26.3996133,2,1,3,1,3,1,17,12,23,2,4,2,1,1,1,1,1,1,4,1,2,2
419,51.63724833,34.28552837,136.726225,167.311208,69.5548623,82.3056663,1,1,2,3,1,1,3,4,10,9,4,5,0,1,0,1,0,0,4,2,1,2
420,171.459945,57.2859064,78.393229,70.5212306,50.147785,58.9202117,4,1,1,1,1,1,41,13,8,6,4,7,0,0,1,0,0,0,1,3,1,1
421,93.806156,101.2727103,101.7045157,65.4277953,80.9968864,51.7762316,1,2,1,1,2,1,1,4,5,5,6,1,0,1,1,0,1,1,5,3,2,3
422,261.83093,43.5030266,60.1743454,38.45303,68.418438,101.9138136,4,1,1,1,1,4,90,6,4,2,3,8,0,1,1,1,0,0,3,3,2,2
423,42.1797067,74.00588,405.53838,91.0270533,131.79976,64.0995,1,1,5,1,1,1,6,11,37,9,8,14,1,0,0,0,0,0,4,1,3,3
424,36.82171934,122.5104336,144.3336257,52.349317,34.6385063,25.225128,1,3,4,1,1,1,2,7,46,14,16,13,1,1,0,0,0,1,5,4,1,1
425,63.14463203,53.2149123,134.2701437,137.323649,88.5514306,67.093418,1,1,1,2,1,1,9,2,2,16,3,1,0,1,0,1,1,1,5,4,2,3
426,73.37768463,40.081941,65.775032,36.914119,53.853929,33.312628,1,1,1,1,2,1,6,10,16,9,12,7,1,1,1,1,1,1,3,3,2,1
427,61.83175067,63.3489527,93.1317893,28.44951,31.9827713,86.8317906,1,2,1,1,1,1,12,5,9,2,2,4,0,0,0,1,0,0,3,2,2,2
428,735.2278497,82.219696,104.697793,45.592144,40.223542,50.408853,3,1,1,1,1,1,194,21,18,7,5,9,0,0,0,0,1,0,5,4,2,3
429,41.05918134,42.91580003,171.2948223,44.7720853,26.659352,39.570783,1,2,3,1,1,1,5,6,17,2,2,7,1,1,1,1,1,0,6,4,3,3
430,31.47966666,72.02199997,212.3746667,34.868,24.619,62.348,1,3,4,1,1,2,2,9,32,4,3,9,1,1,1,0,1,1,4,5,2,2
431,44.39997437,64.385536,247.9585986,86.219693,50.46848,128.9878564,1,1,2,1,1,1,3,3,14,3,3,2,1,1,1,1,1,1,5,3,2,3
432,113.7115923,72.680141,310.5036713,151.9604144,93.062913,37.798463,1,1,5,2,1,1,21,14,71,11,10,4,0,0,1,0,0,1,4,4,1,2
433,30.596986,49.5620457,111.1183353,30.4308283,35.3631677,41.245708,1,1,1,1,1,1,4,4,13,1,3,3,1,0,0,1,0,0,5,5,1,1
434,47.7350897,107.144449,64.7880656,31.9679974,34.8344693,57.279333,2,3,1,1,1,2,2,5,3,2,2,4,1,1,1,1,1,1,6,3,3,3
435,53.160698,73.39531763,85.0499594,60.673984,37.0158456,26.7902304,1,1,3,1,1,1,2,4,24,11,6,7,0,0,1,0,0,1,4,4,2,2
436,73.79065997,47.4819,63.54256,88.7828534,57.5890333,23.72456,2,2,1,2,3,1,7,3,16,16,20,14,0,1,0,1,1,0,3,2,2,1
437,43.633876,28.033756,123.884846,38.733869,24.500248,35.767132,1,1,2,1,1,1,16,13,19,5,3,4,1,1,0,0,1,0,6,5,3,2
438,17.918,34.76066666,124.0443334,39.3913333,53.4806667,59.497,1,1,3,1,1,1,2,3,17,3,4,7,1,1,0,0,0,0,6,4,2,2
439,21.42541334,74.74446003,78.0709133,140.8072067,32.26592,32.60036,1,2,1,2,1,1,1,8,10,15,4,8,1,1,0,1,1,0,5,2,2,3
440,139.553465,39.215539,97.9057574,49.727401,65.736874,56.591122,1,1,1,1,1,1,35,8,10,6,5,5,0,1,0,0,0,0,6,4,4,3
441,100.8606987,35.4084363,93.8028994,62.6281026,38.8894744,88.3076956,2,1,1,1,1,3,30,6,10,6,3,11,1,1,0,0,0,1,3,1,1,2
442,58.79269833,46.31667537,115.5141663,50.324787,58.7894837,59.176472,1,1,1,1,1,1,1,9,10,4,5,6,0,1,1,1,1,1,4,3,2,2
443,89.73619,126.2207053,224.623946,122.02067,48.268271,127.904152,4,3,3,5,1,4,7,24,23,14,3,11,1,1,1,0,0,0,7,2,3,4
444,154.2093964,124.160819,210.5071273,68.396581,124.177484,35.998336,5,4,4,1,4,1,6,13,32,5,11,4,1,1,0,0,1,1,4,2,2,1
445,167.4806037,66.822144,224.9560753,205.131061,56.576431,110.6895617,1,1,1,4,1,3,7,9,12,12,2,9,0,1,0,1,0,1,5,5,2,3
446,107.5564784,125.1572556,213.6486897,57.7227913,45.728027,39.2814974,2,4,2,2,2,1,4,10,20,18,4,5,0,1,1,1,1,1,3,1,3,3
447,71.455,104.716,239.7973334,96.299,84.332,57.315,2,2,2,1,1,1,10,6,28,9,5,4,1,1,0,0,0,1,5,5,2,2
448,412.6162066,242.0222154,515.0267723,359.933545,66.396817,119.044704,12,4,5,4,1,1,9,17,13,11,3,7,1,1,1,1,1,0,5,2,3,3
449,55.1615987,100.4455343,199.939637,18.537399,23.9100353,44.6664764,2,3,3,1,1,1,2,16,31,7,12,10,1,1,0,0,0,0,4,2,3,2
450,53.56673697,27.100036,172.433441,80.633383,40.250021,63.350041,1,1,2,2,1,2,18,12,24,5,2,5,1,1,0,0,0,0,7,5,4,3
451,368.407706,31.6248534,109.115839,38.6285033,47.938837,77.925654,7,1,2,1,1,2,41,4,17,2,4,7,1,1,1,1,0,1,4,3,2,3
452,100.4386267,131.34458,115.72994,491.25964,80.977,343.624947,1,2,1,4,1,3,19,39,8,61,5,29,1,0,1,0,0,0,3,4,0,1
453,126.6918744,70.7439313,242.5158663,121.829256,40.0343,92.979642,3,3,4,4,1,2,12,16,56,28,5,13,1,1,1,0,1,0,6,3,3,3
454,117.054603,212.216747,450.8381907,188.0600463,44.467829,99.05777,1,1,3,3,1,1,15,13,41,16,6,8,0,1,0,0,0,0,3,5,0,0
455,200.9285853,25.5894606,144.100064,32.316584,78.6368473,29.593626,4,1,4,1,3,1,57,11,41,7,9,10,1,1,1,1,1,1,5,2,3,3
456,27.85067334,101.3357933,72.6191267,74.6693666,40.0176334,46.2178,1,2,1,2,1,1,1,5,6,6,3,3,0,0,0,1,0,1,7,5,3,3
457,43.772534,57.04173867,166.6512907,53.6850436,23.3657494,22.4966723,2,2,4,1,1,1,3,13,53,15,5,5,1,1,0,0,1,1,5,5,2,0
458,52.91373834,76.68105703,97.7103036,43.9564267,36.9912227,148.86341,2,2,1,1,1,3,5,5,4,2,2,9,1,1,1,1,1,0,4,3,2,3
459,58.64276467,66.6297817,457.858171,176.3315883,109.403632,91.158473,1,1,4,2,1,1,12,12,71,15,11,14,0,0,0,0,0,0,2,1,1,1
460,88.6015347,58.1255483,123.8946087,62.429267,50.1465297,108.586495,2,1,1,1,1,1,7,5,7,3,4,6,1,1,1,1,1,0,5,2,2,2
461,31.18208733,41.49834137,143.5109273,41.065024,50.481314,46.464808,1,1,1,1,1,1,8,12,33,13,11,13,1,1,0,0,0,0,2,1,1,2
462,55.02627663,70.5289884,118.709649,113.6421556,54.5430564,92.982764,1,1,1,1,1,2,5,16,9,6,4,5,0,0,1,0,1,1,7,4,3,3
463,469.2750747,620.907184,262.061457,115.860821,168.909438,90.10292,3,7,2,1,3,1,57,124,32,14,48,8,0,0,0,1,0,0,4,2,1,2
464,53.54754067,30.581918,335.8015237,50.297729,46.61455,68.7636293,3,1,10,1,1,2,9,4,29,4,2,8,1,1,1,1,1,1,3,3,2,3
465,56.61411167,54.1140417,226.322565,80.1963253,57.9802903,160.9590984,2,2,6,2,2,3,6,12,25,6,3,6,1,1,1,0,1,1,3,2,2,0
466,62.517913,151.5696807,194.2038727,131.7692973,56.7177977,58.10116,1,2,1,2,1,1,1,7,6,7,3,5,1,0,0,0,1,1,7,5,4,3
