rut,programa,nrc,exitosos,fallidos,hito1,hito2,hito3,hito4,p1,p2,p3,p4,sol1
804,UNAB10100,10476,16,15,32,0,0,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.6
805,UNAB22115,1632,7,9,12,0,0,0,:25:17:4:26:29:23:0,,,,6.6
806,UNAB22115,1635,0,0,0,0,0,0,,,,,6.7
807,UNAB12210,10470,11,5,20,0,0,0,:25:17:4:26:29:23:0:22:10:3:42,,,,6.7
808,UNAB12210,10468,16,15,32,0,0,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.7
809,UNAB12510,10465,11,20,20,0,0,0,:25:17:4:26:29:23:0:22:10:3:42,,,,6.7
810,UNAB22100,10474,9,7,15,0,0,0,:25:17:4:26:29:23:0:22:10,,,,6.8
811,UNAB21500,10475,16,0,32,0,0,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,6.8
812,UNAB22100,10474,10,6,15,0,0,0,:25:17:4:26:29:0:22:10:7:18,,,,6.9
813,UNAB22510,10471,3,28,3,0,0,0,:25:17:4,,,,7.0
814,UNAB22115,1633,16,15,13,25,0,0,:25:17:4:26:23:22:10:3,:6:1:44:37:28:12:21:38,,,7.0
815,UNAB21503,1632,11,20,20,0,0,0,:25:17:4:26:29:23:0:22:10:3:42,,,,7.0
816,UNAB22115,1632,8,23,14,0,0,0,:25:17:4:26:29:0:22:35,,,,7.0
817,UNAB22115,1632,0,16,0,0,0,0,,,,,7.0
818,UNAB22115,1633,7,9,12,0,0,0,:17:4:26:23:0:22:10,,,,7.0
819,UNAB21503,1635,3,13,4,0,0,0,:17:4:26,,,,7.0
820,UNAB22115,1632,7,24,12,0,0,0,:25:17:4:26:29:23:0,,,,7.0
821,UNAB22115,1635,0,0,0,0,0,0,,,,,7.0
822,UNAB21503,1635,0,0,0,0,0,0,,,,,7.0
823,UNAB12100,10467,12,19,23,0,0,0,:25:17:4:26:29:23:0:22:7:32:13:18,,,,7.0
824,UNAB12100,10462,0,31,0,0,0,0,,,,,7.0
825,UNAB11500,10464,16,15,32,0,0,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,7.0
826,UNAB12100,10458,9,7,15,0,0,0,:25:17:4:29:23:0:22:10:3,,,,7.0
827,UNAB12210,10465,11,20,20,0,0,0,:25:17:4:26:29:23:0:22:10:3:42,,,,7.0
828,UNAB12510,10465,11,20,20,0,0,0,:25:17:4:26:29:23:0:22:10:3:42,,,,7.0
829,UNAB12210,10466,15,1,31,0,0,0,:25:17:4:26:29:23:0:22:10:3:42:32:13:18:35,,,,7.0
830,UNAB12100,10466,5,42,7,0,0,0,:25:17:4:26:0,,,,7.0
831,UNAB12210,10459,10,21,16,0,0,0,:25:17:4:26:29:23:0:22:10:7,,,,7.0
832,UNAB12210,10462,10,6,17,0,0,0,:25:17:4:26:29:23:0:22:10:3,,,,7.0
833,UNAB12100,10452,10,6,17,0,0,0,:25:17:4:26:29:23:0:22:10:3,,,,7.0
834,UNAB12510,10465,12,19,25,0,0,0,:25:17:4:26:23:0:22:3:32:13:18:35,,,,7.0
835,UNAB12210,10466,11,5,20,0,0,0,:25:17:4:26:29:23:0:22:10:3:42,,,,7.0
836,UNAB11500,10453,9,7,14,0,0,0,:25:17:4:26:29:0:22:10:18,,,,7.0
837,UNAB12100,10460,11,20,20,0,0,0,:25:17:4:26:29:23:0:22:10:3:35,,,,7.0
838,UNAB12210,10466,16,15,32,0,0,0,:25:17:4:26:29:23:0:22:10:3:42:7:32:13:18:35,,,,7.0
839,UNAB11500,10464,2,29,4,0,0,0,:25:23,,,,7.0
